,Match_Id,Batsman,batting_team,bowling_team,balls_faced,sixes,fours,runs,strike_rate,dismissal_type
75,508,MK Tiwary,Delhi Capitals,Mumbai Indians,31,1,5,41,132.26,caught
76,512,MK Tiwary,Delhi Capitals,Kings XI Punjab,11,0,0,8,72.73,run out
77,535,MK Tiwary,Delhi Capitals,Kolkata Knight Riders,28,0,5,32,114.29,caught
78,545,MK Tiwary,Delhi Capitals,Kolkata Knight Riders,28,1,3,25,89.29,caught
79,7918,MK Tiwary,Kings XI Punjab,Sunrisers Hyderabad,5,0,0,1,20.0,caught
80,7933,MK Tiwary,Kings XI Punjab,Rajasthan Royals,8,0,0,7,87.5,caught
81,7943,MK Tiwary,Kings XI Punjab,Mumbai Indians,1,0,1,4,400.0,Not Out
82,7949,MK Tiwary,Kings XI Punjab,Chennai Super Kings,30,1,3,36,120.0,caught
0,4,DT Christian,Rising Pune Supergiants,Kings XI Punjab,8,1,2,17,212.5,caught
1,17,DT Christian,Rising Pune Supergiants,Royal Challengers Bangalore,3,0,0,1,33.33,caught
2,28,DT Christian,Rising Pune Supergiants,Mumbai Indians,7,0,1,8,114.29,Not Out
3,29,DT Christian,Rising Pune Supergiants,Kolkata Knight Riders,6,2,0,16,266.67,caught
4,38,DT Christian,Rising Pune Supergiants,Gujarat Lions,8,1,1,17,212.5,Not Out
5,40,DT Christian,Rising Pune Supergiants,Kolkata Knight Riders,10,1,0,9,90.0,Not Out
6,43,DT Christian,Rising Pune Supergiants,Sunrisers Hyderabad,2,0,1,4,200.0,caught
7,51,DT Christian,Rising Pune Supergiants,Delhi Capitals,3,0,0,3,100.0,lbw
8,59,DT Christian,Rising Pune Supergiants,Mumbai Indians,2,0,0,4,200.0,Not Out
9,236,DT Christian,Deccan Chargers,Rajasthan Royals,19,2,1,26,136.84,caught
10,240,DT Christian,Deccan Chargers,Kolkata Knight Riders,13,2,1,25,192.31,caught
11,245,DT Christian,Deccan Chargers,Royal Challengers Bangalore,1,0,0,0,0.0,lbw
12,249,DT Christian,Deccan Chargers,Kings XI Punjab,14,2,2,30,214.29,bowled
13,253,DT Christian,Deccan Chargers,Delhi Capitals,11,0,0,8,72.73,bowled
14,260,DT Christian,Deccan Chargers,Mumbai Indians,18,1,1,21,116.67,stumped
15,265,DT Christian,Deccan Chargers,Kochi Tuskers Kerala,11,0,0,9,81.82,bowled
16,272,DT Christian,Deccan Chargers,Chennai Super Kings,1,0,0,1,100.0,Not Out
17,275,DT Christian,Deccan Chargers,Kolkata Knight Riders,3,0,0,1,33.33,lbw
18,279,DT Christian,Deccan Chargers,Delhi Capitals,22,0,2,27,122.73,Not Out
19,286,DT Christian,Deccan Chargers,Pune Warriors,11,0,1,10,90.91,lbw
20,292,DT Christian,Deccan Chargers,Mumbai Indians,23,0,0,18,78.26,bowled
21,295,DT Christian,Deccan Chargers,Pune Warriors,12,0,1,14,116.67,Not Out
22,313,DT Christian,Deccan Chargers,Chennai Super Kings,3,0,0,2,66.67,caught
23,316,DT Christian,Deccan Chargers,Mumbai Indians,36,2,1,39,108.33,caught
24,323,DT Christian,Deccan Chargers,Delhi Capitals,21,0,1,19,90.48,caught
25,328,DT Christian,Deccan Chargers,Rajasthan Royals,19,1,2,29,152.63,Not Out
26,346,DT Christian,Deccan Chargers,Mumbai Indians,5,0,1,5,100.0,caught
27,352,DT Christian,Deccan Chargers,Chennai Super Kings,24,1,2,27,112.5,Not Out
28,366,DT Christian,Deccan Chargers,Kings XI Punjab,10,2,1,24,240.0,caught
29,383,DT Christian,Royal Challengers Bangalore,Mumbai Indians,13,0,0,4,30.77,caught
30,396,DT Christian,Royal Challengers Bangalore,Chennai Super Kings,2,0,0,2,100.0,caught
31,7895,DT Christian,Delhi Capitals,Kings XI Punjab,13,1,0,15,115.38,bowled
32,7915,DT Christian,Delhi Capitals,Kings XI Punjab,11,0,0,6,54.55,Not Out
33,7929,DT Christian,Delhi Capitals,Sunrisers Hyderabad,9,0,0,7,77.78,Not Out
0,4,HM Amla,Kings XI Punjab,Rising Pune Supergiants,27,1,2,28,103.7,caught
1,8,HM Amla,Kings XI Punjab,Royal Challengers Bangalore,38,3,4,58,152.63,Not Out
2,11,HM Amla,Kings XI Punjab,Kolkata Knight Riders,27,0,4,25,92.59,caught
3,15,HM Amla,Kings XI Punjab,Delhi Capitals,12,0,4,19,158.33,caught
4,19,HM Amla,Kings XI Punjab,Sunrisers Hyderabad,1,0,0,0,0.0,lbw
5,22,HM Amla,Kings XI Punjab,Mumbai Indians,60,6,8,104,173.33,Not Out
6,26,HM Amla,Kings XI Punjab,Gujarat Lions,40,2,9,65,162.5,caught and bowled
7,35,HM Amla,Kings XI Punjab,Delhi Capitals,20,0,1,16,80.0,Not Out
8,42,HM Amla,Kings XI Punjab,Royal Challengers Bangalore,3,0,0,1,33.33,caught
9,46,HM Amla,Kings XI Punjab,Gujarat Lions,60,5,8,104,173.33,lbw
10,612,HM Amla,Kings XI Punjab,Delhi Capitals,5,0,0,1,20.0,run out
11,615,HM Amla,Kings XI Punjab,Royal Challengers Bangalore,20,0,2,21,105.0,caught
12,619,HM Amla,Kings XI Punjab,Mumbai Indians,5,0,0,0,0.0,lbw
13,622,HM Amla,Kings XI Punjab,Sunrisers Hyderabad,56,2,14,96,171.43,caught
14,626,HM Amla,Kings XI Punjab,Royal Challengers Bangalore,6,1,0,9,150.0,caught
15,629,HM Amla,Kings XI Punjab,Rising Pune Supergiants,27,1,4,30,111.11,caught
0,4,M Vohra,Kings XI Punjab,Rising Pune Supergiants,9,1,1,14,155.56,caught
1,8,M Vohra,Kings XI Punjab,Royal Challengers Bangalore,21,1,4,34,161.9,lbw
2,11,M Vohra,Kings XI Punjab,Kolkata Knight Riders,19,1,4,28,147.37,bowled
3,15,M Vohra,Kings XI Punjab,Delhi Capitals,6,0,0,3,50.0,lbw
4,19,M Vohra,Kings XI Punjab,Sunrisers Hyderabad,50,5,9,95,190.0,lbw
5,26,M Vohra,Kings XI Punjab,Gujarat Lions,4,0,0,2,50.0,caught
6,32,M Vohra,Kings XI Punjab,Sunrisers Hyderabad,6,0,0,3,50.0,caught
7,42,M Vohra,Kings XI Punjab,Royal Challengers Bangalore,28,1,1,25,89.29,caught
8,48,M Vohra,Kings XI Punjab,Kolkata Knight Riders,16,0,4,25,156.25,caught
9,387,M Vohra,Kings XI Punjab,Pune Warriors,28,0,7,43,153.57,Not Out
10,391,M Vohra,Kings XI Punjab,Chennai Super Kings,11,0,3,16,145.45,caught
11,398,M Vohra,Kings XI Punjab,Rajasthan Royals,6,0,0,3,50.0,Not Out
12,400,M Vohra,Kings XI Punjab,Kolkata Knight Riders,16,0,2,17,106.25,caught and bowled
13,405,M Vohra,Kings XI Punjab,Sunrisers Hyderabad,1,0,0,0,0.0,caught
14,409,M Vohra,Kings XI Punjab,Pune Warriors,13,0,3,22,169.23,bowled
15,415,M Vohra,Kings XI Punjab,Kolkata Knight Riders,21,1,3,31,147.62,caught
16,421,M Vohra,Kings XI Punjab,Mumbai Indians,2,0,0,1,50.0,caught
17,443,M Vohra,Kings XI Punjab,Delhi Capitals,11,0,1,8,72.73,caught and bowled
18,450,M Vohra,Kings XI Punjab,Mumbai Indians,8,1,3,20,250.0,Not Out
19,496,M Vohra,Kings XI Punjab,Sunrisers Hyderabad,20,2,5,47,235.0,Not Out
20,502,M Vohra,Kings XI Punjab,Delhi Capitals,19,3,5,42,221.05,caught
21,505,M Vohra,Kings XI Punjab,Mumbai Indians,34,1,4,36,105.88,bowled
22,509,M Vohra,Kings XI Punjab,Rajasthan Royals,20,1,3,25,125.0,run out
23,512,M Vohra,Kings XI Punjab,Delhi Capitals,38,2,4,47,123.68,bowled
24,514,M Vohra,Kings XI Punjab,Kolkata Knight Riders,19,3,0,26,136.84,caught
25,516,M Vohra,Kings XI Punjab,Chennai Super Kings,31,2,1,34,109.68,caught
26,517,M Vohra,Kings XI Punjab,Kolkata Knight Riders,52,2,6,67,128.85,caught and bowled
27,544,M Vohra,Kings XI Punjab,Sunrisers Hyderabad,9,0,1,5,55.56,bowled
28,548,M Vohra,Kings XI Punjab,Delhi Capitals,7,0,0,1,14.29,caught
29,557,M Vohra,Kings XI Punjab,Royal Challengers Bangalore,3,0,0,2,66.67,caught
30,560,M Vohra,Kings XI Punjab,Kolkata Knight Riders,34,3,1,39,114.71,caught and bowled
31,564,M Vohra,Kings XI Punjab,Sunrisers Hyderabad,15,1,2,20,133.33,caught
32,566,M Vohra,Kings XI Punjab,Royal Challengers Bangalore,6,1,0,11,183.33,caught
33,569,M Vohra,Kings XI Punjab,Chennai Super Kings,7,0,0,4,57.14,caught
34,579,M Vohra,Kings XI Punjab,Gujarat Lions,23,2,4,38,165.22,caught
35,583,M Vohra,Kings XI Punjab,Delhi Capitals,24,0,5,32,133.33,bowled
36,586,M Vohra,Kings XI Punjab,Rising Pune Supergiants,33,0,7,51,154.55,lbw
37,589,M Vohra,Kings XI Punjab,Kolkata Knight Riders,12,0,0,8,66.67,caught
38,594,M Vohra,Kings XI Punjab,Sunrisers Hyderabad,23,1,3,25,108.7,run out
39,597,M Vohra,Kings XI Punjab,Mumbai Indians,11,0,0,7,63.64,caught
40,608,M Vohra,Kings XI Punjab,Kolkata Knight Riders,5,0,0,0,0.0,caught
41,7912,M Vohra,Royal Challengers Bangalore,Delhi Capitals,5,0,0,2,40.0,caught
42,7922,M Vohra,Royal Challengers Bangalore,Kolkata Knight Riders,1,0,0,0,0.0,bowled
43,7924,M Vohra,Royal Challengers Bangalore,Mumbai Indians,31,4,2,46,148.39,lbw
44,7932,M Vohra,Royal Challengers Bangalore,Sunrisers Hyderabad,10,0,0,8,80.0,bowled
0,4,WP Saha,Kings XI Punjab,Rising Pune Supergiants,9,0,3,14,155.56,bowled
1,11,WP Saha,Kings XI Punjab,Kolkata Knight Riders,17,2,2,25,147.06,caught
2,15,WP Saha,Kings XI Punjab,Delhi Capitals,5,0,1,7,140.0,caught
3,19,WP Saha,Kings XI Punjab,Sunrisers Hyderabad,2,0,0,0,0.0,bowled
4,22,WP Saha,Kings XI Punjab,Mumbai Indians,15,0,0,11,73.33,bowled
5,26,WP Saha,Kings XI Punjab,Gujarat Lions,5,1,0,10,200.0,run out
6,32,WP Saha,Kings XI Punjab,Sunrisers Hyderabad,4,0,0,2,50.0,bowled
7,42,WP Saha,Kings XI Punjab,Royal Challengers Bangalore,25,0,1,21,84.0,bowled
8,48,WP Saha,Kings XI Punjab,Kolkata Knight Riders,33,1,2,38,115.15,stumped
9,50,WP Saha,Kings XI Punjab,Mumbai Indians,55,3,11,93,169.09,Not Out
10,54,WP Saha,Kings XI Punjab,Rising Pune Supergiants,17,1,0,13,76.47,caught
11,64,WP Saha,Kolkata Knight Riders,Deccan Chargers,17,0,1,10,58.82,caught
12,71,WP Saha,Kolkata Knight Riders,Chennai Super Kings,16,1,5,27,168.75,bowled
13,78,WP Saha,Kolkata Knight Riders,Rajasthan Royals,2,0,0,1,50.0,bowled
14,81,WP Saha,Kolkata Knight Riders,Kings XI Punjab,32,4,2,59,184.38,Not Out
15,88,WP Saha,Kolkata Knight Riders,Royal Challengers Bangalore,10,1,1,17,170.0,Not Out
16,95,WP Saha,Kolkata Knight Riders,Delhi Capitals,6,0,0,5,83.33,Not Out
17,99,WP Saha,Kolkata Knight Riders,Mumbai Indians,6,0,0,1,16.67,caught
18,103,WP Saha,Kolkata Knight Riders,Chennai Super Kings,9,0,1,15,166.67,Not Out
19,105,WP Saha,Kolkata Knight Riders,Rajasthan Royals,6,1,0,11,183.33,Not Out
20,112,WP Saha,Kolkata Knight Riders,Kings XI Punjab,15,0,2,13,86.67,caught
21,134,WP Saha,Kolkata Knight Riders,Royal Challengers Bangalore,14,1,0,21,150.0,caught
22,138,WP Saha,Kolkata Knight Riders,Mumbai Indians,4,0,1,8,200.0,Not Out
23,146,WP Saha,Kolkata Knight Riders,Delhi Capitals,1,0,0,1,100.0,Not Out
24,154,WP Saha,Kolkata Knight Riders,Delhi Capitals,1,0,0,0,0.0,caught
25,156,WP Saha,Kolkata Knight Riders,Royal Challengers Bangalore,5,1,0,10,200.0,Not Out
26,163,WP Saha,Kolkata Knight Riders,Deccan Chargers,3,1,0,7,233.33,caught
27,166,WP Saha,Kolkata Knight Riders,Chennai Super Kings,13,1,2,25,192.31,Not Out
28,182,WP Saha,Kolkata Knight Riders,Chennai Super Kings,13,0,5,22,169.23,bowled
29,187,WP Saha,Kolkata Knight Riders,Rajasthan Royals,2,0,0,1,50.0,Not Out
30,200,WP Saha,Kolkata Knight Riders,Delhi Capitals,17,0,2,20,117.65,Not Out
31,204,WP Saha,Kolkata Knight Riders,Deccan Chargers,4,0,2,10,250.0,Not Out
32,217,WP Saha,Kolkata Knight Riders,Royal Challengers Bangalore,15,1,0,13,86.67,caught
33,222,WP Saha,Kolkata Knight Riders,Chennai Super Kings,2,0,0,1,50.0,stumped
34,297,WP Saha,Chennai Super Kings,Kochi Tuskers Kerala,33,3,1,46,139.39,Not Out
35,302,WP Saha,Chennai Super Kings,Royal Challengers Bangalore,30,1,1,22,73.33,caught
36,343,WP Saha,Chennai Super Kings,Kings XI Punjab,14,0,0,6,42.86,bowled
37,418,WP Saha,Chennai Super Kings,Kolkata Knight Riders,23,2,4,39,169.57,caught
38,422,WP Saha,Chennai Super Kings,Pune Warriors,15,1,1,13,86.67,lbw
39,425,WP Saha,Chennai Super Kings,Kings XI Punjab,18,1,1,18,100.0,caught
40,464,WP Saha,Kings XI Punjab,Rajasthan Royals,3,0,0,2,66.67,caught
41,472,WP Saha,Kings XI Punjab,Kolkata Knight Riders,10,1,1,14,140.0,lbw
42,475,WP Saha,Kings XI Punjab,Royal Challengers Bangalore,6,0,0,2,33.33,caught
43,479,WP Saha,Kings XI Punjab,Mumbai Indians,47,3,4,59,125.53,Not Out
44,488,WP Saha,Kings XI Punjab,Royal Challengers Bangalore,17,1,0,17,100.0,caught
45,491,WP Saha,Kings XI Punjab,Kolkata Knight Riders,9,0,3,15,166.67,bowled
46,496,WP Saha,Kings XI Punjab,Sunrisers Hyderabad,26,2,8,54,207.69,stumped
47,502,WP Saha,Kings XI Punjab,Delhi Capitals,13,0,1,13,100.0,caught
48,505,WP Saha,Kings XI Punjab,Mumbai Indians,8,0,0,3,37.5,run out
49,509,WP Saha,Kings XI Punjab,Rajasthan Royals,20,0,4,27,135.0,caught
50,514,WP Saha,Kings XI Punjab,Kolkata Knight Riders,31,2,2,35,112.9,caught
51,516,WP Saha,Kings XI Punjab,Chennai Super Kings,4,1,0,6,150.0,caught
52,517,WP Saha,Kings XI Punjab,Kolkata Knight Riders,55,8,10,115,209.09,Not Out
53,520,WP Saha,Kings XI Punjab,Rajasthan Royals,4,0,1,7,175.0,run out
54,528,WP Saha,Kings XI Punjab,Delhi Capitals,28,3,0,39,139.29,bowled
55,532,WP Saha,Kings XI Punjab,Kolkata Knight Riders,11,1,1,15,136.36,caught
56,536,WP Saha,Kings XI Punjab,Rajasthan Royals,8,0,4,19,237.5,bowled
57,542,WP Saha,Kings XI Punjab,Chennai Super Kings,23,0,0,15,65.22,caught
58,544,WP Saha,Kings XI Punjab,Sunrisers Hyderabad,33,1,2,42,127.27,caught
59,548,WP Saha,Kings XI Punjab,Delhi Capitals,8,0,0,3,37.5,caught
60,552,WP Saha,Kings XI Punjab,Mumbai Indians,12,0,1,12,100.0,Not Out
61,557,WP Saha,Kings XI Punjab,Royal Challengers Bangalore,11,1,1,13,118.18,caught
62,560,WP Saha,Kings XI Punjab,Kolkata Knight Riders,25,2,0,33,132.0,bowled
63,564,WP Saha,Kings XI Punjab,Sunrisers Hyderabad,10,0,0,5,50.0,caught
64,566,WP Saha,Kings XI Punjab,Royal Challengers Bangalore,12,1,5,31,258.33,caught
65,569,WP Saha,Kings XI Punjab,Chennai Super Kings,12,1,1,15,125.0,caught
66,579,WP Saha,Kings XI Punjab,Gujarat Lions,25,0,0,20,80.0,caught
67,583,WP Saha,Kings XI Punjab,Delhi Capitals,7,0,0,3,42.86,run out
68,586,WP Saha,Kings XI Punjab,Rising Pune Supergiants,4,0,0,4,100.0,Not Out
69,589,WP Saha,Kings XI Punjab,Kolkata Knight Riders,14,0,0,8,57.14,caught
70,604,WP Saha,Kings XI Punjab,Gujarat Lions,19,0,4,33,173.68,bowled
71,608,WP Saha,Kings XI Punjab,Kolkata Knight Riders,20,0,3,24,120.0,bowled
72,612,WP Saha,Kings XI Punjab,Delhi Capitals,33,0,7,52,157.58,caught
73,615,WP Saha,Kings XI Punjab,Royal Challengers Bangalore,13,0,1,16,123.08,run out
74,619,WP Saha,Kings XI Punjab,Mumbai Indians,40,1,6,56,140.0,bowled
75,622,WP Saha,Kings XI Punjab,Sunrisers Hyderabad,23,0,3,27,117.39,caught
76,626,WP Saha,Kings XI Punjab,Royal Challengers Bangalore,10,0,5,24,240.0,lbw
77,629,WP Saha,Kings XI Punjab,Rising Pune Supergiants,4,0,0,3,75.0,caught
78,7897,WP Saha,Sunrisers Hyderabad,Rajasthan Royals,5,0,1,5,100.0,caught
79,7900,WP Saha,Sunrisers Hyderabad,Mumbai Indians,20,0,3,22,110.0,lbw
80,7903,WP Saha,Sunrisers Hyderabad,Kolkata Knight Riders,15,0,5,24,160.0,caught
81,7909,WP Saha,Sunrisers Hyderabad,Kings XI Punjab,7,0,1,6,85.71,bowled
82,7913,WP Saha,Sunrisers Hyderabad,Chennai Super Kings,5,0,0,5,100.0,Not Out
83,7916,WP Saha,Sunrisers Hyderabad,Mumbai Indians,2,0,0,0,0.0,caught
84,7918,WP Saha,Sunrisers Hyderabad,Kings XI Punjab,9,0,1,6,66.67,caught
85,7921,WP Saha,Sunrisers Hyderabad,Rajasthan Royals,7,0,1,12,171.43,Not Out
86,7932,WP Saha,Sunrisers Hyderabad,Royal Challengers Bangalore,5,1,0,9,180.0,bowled
87,7952,WP Saha,Sunrisers Hyderabad,Kolkata Knight Riders,27,0,5,35,129.63,stumped
88,11336,WP Saha,Sunrisers Hyderabad,Rajasthan Royals,5,0,0,5,100.0,caught
89,11339,WP Saha,Sunrisers Hyderabad,Kings XI Punjab,13,1,4,32,246.15,caught
90,11342,WP Saha,Sunrisers Hyderabad,Mumbai Indians,15,0,5,25,166.67,caught
91,11345,WP Saha,Sunrisers Hyderabad,Royal Challengers Bangalore,11,0,4,21,190.91,caught
92,11413,WP Saha,Sunrisers Hyderabad,Delhi Capitals,9,0,1,8,88.89,caught
0,4,AR Patel,Kings XI Punjab,Rising Pune Supergiants,22,1,1,24,109.09,caught and bowled
1,8,AR Patel,Kings XI Punjab,Royal Challengers Bangalore,6,1,0,9,150.0,bowled
2,11,AR Patel,Kings XI Punjab,Kolkata Knight Riders,1,0,0,0,0.0,caught
3,15,AR Patel,Kings XI Punjab,Delhi Capitals,29,3,1,44,151.72,bowled
4,19,AR Patel,Kings XI Punjab,Sunrisers Hyderabad,12,0,0,7,58.33,caught
5,22,AR Patel,Kings XI Punjab,Mumbai Indians,5,0,0,4,80.0,Not Out
6,26,AR Patel,Kings XI Punjab,Gujarat Lions,17,2,3,34,200.0,caught
7,32,AR Patel,Kings XI Punjab,Sunrisers Hyderabad,9,0,2,16,177.78,caught
8,42,AR Patel,Kings XI Punjab,Royal Challengers Bangalore,17,2,3,38,223.53,Not Out
9,46,AR Patel,Kings XI Punjab,Gujarat Lions,1,0,0,2,200.0,Not Out
10,48,AR Patel,Kings XI Punjab,Kolkata Knight Riders,10,0,0,8,80.0,Not Out
11,50,AR Patel,Kings XI Punjab,Mumbai Indians,13,1,0,19,146.15,Not Out
12,54,AR Patel,Kings XI Punjab,Rising Pune Supergiants,20,1,1,22,110.0,caught
13,460,AR Patel,Kings XI Punjab,Chennai Super Kings,3,0,0,2,66.67,lbw
14,472,AR Patel,Kings XI Punjab,Kolkata Knight Riders,10,0,0,7,70.0,stumped
15,488,AR Patel,Kings XI Punjab,Royal Challengers Bangalore,3,0,0,2,66.67,bowled
16,491,AR Patel,Kings XI Punjab,Kolkata Knight Riders,1,0,0,1,100.0,run out
17,502,AR Patel,Kings XI Punjab,Delhi Capitals,35,1,5,42,120.0,Not Out
18,505,AR Patel,Kings XI Punjab,Mumbai Indians,6,0,1,6,100.0,caught
19,514,AR Patel,Kings XI Punjab,Kolkata Knight Riders,2,0,0,2,100.0,Not Out
20,520,AR Patel,Kings XI Punjab,Rajasthan Royals,28,0,2,24,85.71,bowled
21,528,AR Patel,Kings XI Punjab,Delhi Capitals,10,1,0,13,130.0,caught
22,532,AR Patel,Kings XI Punjab,Kolkata Knight Riders,3,0,0,2,66.67,caught
23,536,AR Patel,Kings XI Punjab,Rajasthan Royals,7,0,1,12,171.43,Not Out
24,542,AR Patel,Kings XI Punjab,Chennai Super Kings,10,1,0,9,90.0,stumped
25,544,AR Patel,Kings XI Punjab,Sunrisers Hyderabad,13,1,0,17,130.77,bowled
26,548,AR Patel,Kings XI Punjab,Delhi Capitals,26,1,0,22,84.62,caught
27,552,AR Patel,Kings XI Punjab,Mumbai Indians,1,0,0,0,0.0,run out
28,557,AR Patel,Kings XI Punjab,Royal Challengers Bangalore,21,2,5,40,190.48,Not Out
29,564,AR Patel,Kings XI Punjab,Sunrisers Hyderabad,11,0,2,15,136.36,caught
30,566,AR Patel,Kings XI Punjab,Royal Challengers Bangalore,15,1,1,20,133.33,Not Out
31,569,AR Patel,Kings XI Punjab,Chennai Super Kings,29,1,2,32,110.34,caught
32,579,AR Patel,Kings XI Punjab,Gujarat Lions,2,0,0,4,200.0,Not Out
33,583,AR Patel,Kings XI Punjab,Delhi Capitals,22,0,1,11,50.0,caught
34,589,AR Patel,Kings XI Punjab,Kolkata Knight Riders,8,0,0,9,112.5,caught
35,594,AR Patel,Kings XI Punjab,Sunrisers Hyderabad,17,3,1,36,211.76,Not Out
36,597,AR Patel,Kings XI Punjab,Mumbai Indians,2,0,0,0,0.0,bowled
37,604,AR Patel,Kings XI Punjab,Gujarat Lions,2,0,0,0,0.0,caught
38,608,AR Patel,Kings XI Punjab,Kolkata Knight Riders,7,2,1,21,300.0,Not Out
39,612,AR Patel,Kings XI Punjab,Delhi Capitals,5,2,0,16,320.0,Not Out
40,626,AR Patel,Kings XI Punjab,Royal Challengers Bangalore,9,1,1,13,144.44,caught
41,629,AR Patel,Kings XI Punjab,Rising Pune Supergiants,3,0,0,1,33.33,caught
42,7901,AR Patel,Kings XI Punjab,Royal Challengers Bangalore,3,0,0,2,66.67,lbw
43,7927,AR Patel,Kings XI Punjab,Mumbai Indians,12,1,0,14,116.67,caught
44,7931,AR Patel,Kings XI Punjab,Rajasthan Royals,5,0,0,4,80.0,caught
45,7933,AR Patel,Kings XI Punjab,Rajasthan Royals,5,0,1,9,180.0,run out
46,7937,AR Patel,Kings XI Punjab,Kolkata Knight Riders,11,1,2,19,172.73,caught
47,7941,AR Patel,Kings XI Punjab,Royal Challengers Bangalore,13,0,0,10,76.92,Not Out
48,7943,AR Patel,Kings XI Punjab,Mumbai Indians,8,1,0,12,150.0,Not Out
49,7949,AR Patel,Kings XI Punjab,Chennai Super Kings,12,1,0,14,116.67,caught
50,11139,AR Patel,Delhi Capitals,Mumbai Indians,2,0,1,4,200.0,caught
51,11141,AR Patel,Delhi Capitals,Chennai Super Kings,9,0,1,10,111.11,Not Out
52,11152,AR Patel,Delhi Capitals,Sunrisers Hyderabad,13,2,1,23,176.92,Not Out
53,11311,AR Patel,Delhi Capitals,Royal Challengers Bangalore,1,0,1,4,400.0,Not Out
54,11321,AR Patel,Delhi Capitals,Sunrisers Hyderabad,11,0,1,15,136.36,Not Out
55,11325,AR Patel,Delhi Capitals,Mumbai Indians,23,1,1,26,113.04,bowled
56,11328,AR Patel,Delhi Capitals,Kings XI Punjab,1,0,0,1,100.0,run out
57,11337,AR Patel,Delhi Capitals,Royal Challengers Bangalore,9,0,3,16,177.78,Not Out
58,11341,AR Patel,Delhi Capitals,Chennai Super Kings,9,0,1,9,100.0,caught
59,11344,AR Patel,Delhi Capitals,Rajasthan Royals,1,0,0,1,100.0,Not Out
60,11413,AR Patel,Delhi Capitals,Sunrisers Hyderabad,3,0,0,0,0.0,caught
61,11414,AR Patel,Delhi Capitals,Chennai Super Kings,6,0,0,3,50.0,caught
0,4,GJ Maxwell,Kings XI Punjab,Rising Pune Supergiants,20,4,3,44,220.0,Not Out
1,8,GJ Maxwell,Kings XI Punjab,Royal Challengers Bangalore,22,4,3,43,195.45,Not Out
2,11,GJ Maxwell,Kings XI Punjab,Kolkata Knight Riders,14,1,3,25,178.57,caught
3,15,GJ Maxwell,Kings XI Punjab,Delhi Capitals,2,0,0,0,0.0,caught
4,19,GJ Maxwell,Kings XI Punjab,Sunrisers Hyderabad,12,0,2,10,83.33,caught
5,22,GJ Maxwell,Kings XI Punjab,Mumbai Indians,18,3,4,40,222.22,bowled
6,26,GJ Maxwell,Kings XI Punjab,Gujarat Lions,18,3,1,31,172.22,lbw
7,32,GJ Maxwell,Kings XI Punjab,Sunrisers Hyderabad,2,0,0,0,0.0,caught
8,42,GJ Maxwell,Kings XI Punjab,Royal Challengers Bangalore,11,0,1,6,54.55,caught
9,46,GJ Maxwell,Kings XI Punjab,Gujarat Lions,11,2,0,20,181.82,Not Out
10,48,GJ Maxwell,Kings XI Punjab,Kolkata Knight Riders,25,4,1,44,176.0,caught
11,50,GJ Maxwell,Kings XI Punjab,Mumbai Indians,21,5,2,47,223.81,bowled
12,54,GJ Maxwell,Kings XI Punjab,Rising Pune Supergiants,3,0,0,0,0.0,caught
13,309,GJ Maxwell,Delhi Capitals,Kolkata Knight Riders,7,0,0,3,42.86,Not Out
14,312,GJ Maxwell,Delhi Capitals,Royal Challengers Bangalore,4,0,0,3,75.0,caught
15,439,GJ Maxwell,Mumbai Indians,Pune Warriors,7,1,1,13,185.71,Not Out
16,447,GJ Maxwell,Mumbai Indians,Rajasthan Royals,17,3,0,23,135.29,lbw
17,450,GJ Maxwell,Mumbai Indians,Kings XI Punjab,3,0,0,0,0.0,caught
18,460,GJ Maxwell,Kings XI Punjab,Chennai Super Kings,43,2,15,95,220.93,bowled
19,464,GJ Maxwell,Kings XI Punjab,Rajasthan Royals,45,6,8,89,197.78,caught
20,466,GJ Maxwell,Kings XI Punjab,Sunrisers Hyderabad,43,9,5,95,220.93,caught
21,472,GJ Maxwell,Kings XI Punjab,Kolkata Knight Riders,12,0,2,15,125.0,bowled
22,475,GJ Maxwell,Kings XI Punjab,Royal Challengers Bangalore,6,0,0,6,100.0,caught
23,479,GJ Maxwell,Kings XI Punjab,Mumbai Indians,27,2,5,45,166.67,caught
24,486,GJ Maxwell,Kings XI Punjab,Chennai Super Kings,38,8,6,90,236.84,caught
25,488,GJ Maxwell,Kings XI Punjab,Royal Challengers Bangalore,11,2,2,25,227.27,caught
26,491,GJ Maxwell,Kings XI Punjab,Kolkata Knight Riders,14,0,1,14,100.0,caught
27,496,GJ Maxwell,Kings XI Punjab,Sunrisers Hyderabad,22,5,2,43,195.45,caught
28,502,GJ Maxwell,Kings XI Punjab,Delhi Capitals,11,1,0,14,127.27,bowled
29,505,GJ Maxwell,Kings XI Punjab,Mumbai Indians,3,0,0,2,66.67,caught and bowled
30,512,GJ Maxwell,Kings XI Punjab,Delhi Capitals,3,0,0,0,0.0,caught
31,514,GJ Maxwell,Kings XI Punjab,Kolkata Knight Riders,9,0,1,6,66.67,lbw
32,516,GJ Maxwell,Kings XI Punjab,Chennai Super Kings,6,1,1,13,216.67,caught
33,517,GJ Maxwell,Kings XI Punjab,Kolkata Knight Riders,1,0,0,0,0.0,caught
34,520,GJ Maxwell,Kings XI Punjab,Rajasthan Royals,5,0,1,7,140.0,caught
35,524,GJ Maxwell,Kings XI Punjab,Mumbai Indians,4,0,1,6,150.0,caught
