,Match_Id,Batsman,batting_team,bowling_team,balls_faced,sixes,fours,runs,strike_rate,dismissal_type
47,386,Harbhajan Singh,Mumbai Indians,Chennai Super Kings,21,1,1,21,100.0,Not Out
48,390,Harbhajan Singh,Mumbai Indians,Delhi Capitals,1,0,0,1,100.0,Not Out
49,403,Harbhajan Singh,Mumbai Indians,Rajasthan Royals,1,0,0,1,100.0,Not Out
50,413,Harbhajan Singh,Mumbai Indians,Kolkata Knight Riders,2,1,0,7,350.0,Not Out
51,417,Harbhajan Singh,Mumbai Indians,Royal Challengers Bangalore,8,0,3,16,200.0,caught
52,430,Harbhajan Singh,Mumbai Indians,Chennai Super Kings,11,2,2,25,227.27,Not Out
53,439,Harbhajan Singh,Mumbai Indians,Pune Warriors,3,0,1,4,133.33,Not Out
54,447,Harbhajan Singh,Mumbai Indians,Rajasthan Royals,7,1,1,15,214.29,Not Out
55,450,Harbhajan Singh,Mumbai Indians,Kings XI Punjab,8,0,0,5,62.5,caught
56,454,Harbhajan Singh,Mumbai Indians,Chennai Super Kings,4,0,0,0,0.0,caught
57,456,Harbhajan Singh,Mumbai Indians,Rajasthan Royals,4,0,1,6,150.0,Not Out
58,457,Harbhajan Singh,Mumbai Indians,Chennai Super Kings,8,0,3,14,175.0,caught
59,458,Harbhajan Singh,Mumbai Indians,Kolkata Knight Riders,2,0,0,0,0.0,bowled
60,462,Harbhajan Singh,Mumbai Indians,Royal Challengers Bangalore,8,0,1,8,100.0,bowled
61,470,Harbhajan Singh,Mumbai Indians,Chennai Super Kings,2,0,0,0,0.0,caught
62,473,Harbhajan Singh,Mumbai Indians,Delhi Capitals,5,1,1,10,200.0,retired hurt
63,477,Harbhajan Singh,Mumbai Indians,Sunrisers Hyderabad,3,0,0,1,33.33,caught
64,508,Harbhajan Singh,Mumbai Indians,Delhi Capitals,3,0,0,2,66.67,caught
65,515,Harbhajan Singh,Mumbai Indians,Chennai Super Kings,2,1,0,7,350.0,Not Out
66,524,Harbhajan Singh,Mumbai Indians,Kings XI Punjab,24,6,5,64,266.67,caught
67,530,Harbhajan Singh,Mumbai Indians,Chennai Super Kings,21,1,2,24,114.29,caught
68,534,Harbhajan Singh,Mumbai Indians,Royal Challengers Bangalore,1,0,0,0,0.0,run out
69,539,Harbhajan Singh,Mumbai Indians,Delhi Capitals,10,1,0,9,90.0,caught
70,541,Harbhajan Singh,Mumbai Indians,Sunrisers Hyderabad,4,0,0,0,0.0,caught
71,556,Harbhajan Singh,Mumbai Indians,Delhi Capitals,4,0,1,5,125.0,bowled
72,562,Harbhajan Singh,Mumbai Indians,Royal Challengers Bangalore,3,0,0,3,100.0,caught
73,573,Harbhajan Singh,Mumbai Indians,Chennai Super Kings,3,0,1,6,200.0,Not Out
74,576,Harbhajan Singh,Mumbai Indians,Chennai Super Kings,3,1,0,6,200.0,Not Out
75,577,Harbhajan Singh,Mumbai Indians,Rising Pune Supergiants,30,1,7,45,150.0,Not Out
76,585,Harbhajan Singh,Mumbai Indians,Gujarat Lions,13,0,1,8,61.54,caught
77,588,Harbhajan Singh,Mumbai Indians,Sunrisers Hyderabad,3,0,0,1,33.33,Not Out
78,593,Harbhajan Singh,Mumbai Indians,Delhi Capitals,1,0,0,0,0.0,lbw
79,613,Harbhajan Singh,Mumbai Indians,Sunrisers Hyderabad,22,0,2,21,95.45,Not Out
80,619,Harbhajan Singh,Mumbai Indians,Kings XI Punjab,10,1,1,14,140.0,Not Out
81,630,Harbhajan Singh,Mumbai Indians,Gujarat Lions,5,0,0,3,60.0,caught
82,7894,Harbhajan Singh,Chennai Super Kings,Mumbai Indians,5,0,1,8,160.0,caught
83,7949,Harbhajan Singh,Chennai Super Kings,Kings XI Punjab,22,1,2,21,95.45,lbw
84,7950,Harbhajan Singh,Chennai Super Kings,Sunrisers Hyderabad,9,0,0,3,33.33,Not Out
85,11335,Harbhajan Singh,Chennai Super Kings,Mumbai Indians,3,0,0,1,33.33,caught
0,8,AB de Villiers,Royal Challengers Bangalore,Kings XI Punjab,46,9,3,89,193.48,Not Out
1,12,AB de Villiers,Royal Challengers Bangalore,Mumbai Indians,21,1,0,19,90.48,caught
2,17,AB de Villiers,Royal Challengers Bangalore,Rising Pune Supergiants,30,2,1,29,96.67,stumped
3,27,AB de Villiers,Royal Challengers Bangalore,Kolkata Knight Riders,6,0,2,8,133.33,caught
4,30,AB de Villiers,Royal Challengers Bangalore,Gujarat Lions,11,0,0,5,45.45,Not Out
5,33,AB de Villiers,Royal Challengers Bangalore,Rising Pune Supergiants,8,0,0,3,37.5,caught
6,37,AB de Villiers,Royal Challengers Bangalore,Mumbai Indians,27,3,3,43,159.26,caught
7,42,AB de Villiers,Royal Challengers Bangalore,Kings XI Punjab,6,1,1,10,166.67,caught
8,45,AB de Villiers,Royal Challengers Bangalore,Kolkata Knight Riders,8,0,2,10,125.0,bowled
9,79,AB de Villiers,Delhi Capitals,Chennai Super Kings,21,0,2,26,123.81,Not Out
10,82,AB de Villiers,Delhi Capitals,Mumbai Indians,17,1,2,21,123.53,Not Out
11,87,AB de Villiers,Delhi Capitals,Chennai Super Kings,1,0,0,0,0.0,bowled
12,93,AB de Villiers,Delhi Capitals,Rajasthan Royals,22,0,0,20,90.91,caught
13,95,AB de Villiers,Delhi Capitals,Kolkata Knight Riders,12,0,0,7,58.33,caught
14,104,AB de Villiers,Delhi Capitals,Royal Challengers Bangalore,25,0,1,21,84.0,caught
15,125,AB de Villiers,Delhi Capitals,Chennai Super Kings,54,6,5,105,194.44,Not Out
16,129,AB de Villiers,Delhi Capitals,Royal Challengers Bangalore,23,0,0,21,91.3,bowled
17,133,AB de Villiers,Delhi Capitals,Rajasthan Royals,40,1,5,50,125.0,lbw
18,136,AB de Villiers,Delhi Capitals,Deccan Chargers,9,0,1,5,55.56,caught
19,141,AB de Villiers,Delhi Capitals,Chennai Super Kings,1,0,0,0,0.0,bowled
20,150,AB de Villiers,Delhi Capitals,Mumbai Indians,38,1,6,50,131.58,Not Out
21,154,AB de Villiers,Delhi Capitals,Kolkata Knight Riders,32,0,5,40,125.0,Not Out
22,158,AB de Villiers,Delhi Capitals,Deccan Chargers,36,1,4,44,122.22,caught
23,161,AB de Villiers,Delhi Capitals,Kings XI Punjab,11,0,1,11,100.0,caught
24,165,AB de Villiers,Delhi Capitals,Rajasthan Royals,55,1,8,79,143.64,Not Out
25,167,AB de Villiers,Delhi Capitals,Royal Challengers Bangalore,29,0,3,28,96.55,bowled
26,170,AB de Villiers,Delhi Capitals,Mumbai Indians,6,0,1,6,100.0,caught
27,172,AB de Villiers,Delhi Capitals,Deccan Chargers,21,2,0,26,123.81,caught
28,177,AB de Villiers,Delhi Capitals,Kings XI Punjab,13,0,0,7,53.85,Not Out
29,180,AB de Villiers,Delhi Capitals,Rajasthan Royals,24,0,0,15,62.5,caught
30,183,AB de Villiers,Delhi Capitals,Mumbai Indians,11,0,2,11,100.0,bowled
31,185,AB de Villiers,Delhi Capitals,Chennai Super Kings,3,0,0,2,66.67,caught
32,189,AB de Villiers,Delhi Capitals,Deccan Chargers,26,0,2,27,103.85,bowled
33,197,AB de Villiers,Delhi Capitals,Royal Challengers Bangalore,35,0,3,45,128.57,Not Out
34,221,AB de Villiers,Delhi Capitals,Mumbai Indians,7,0,0,4,57.14,lbw
35,237,AB de Villiers,Royal Challengers Bangalore,Kochi Tuskers Kerala,40,5,1,54,135.0,Not Out
36,242,AB de Villiers,Royal Challengers Bangalore,Mumbai Indians,36,1,3,38,105.56,caught and bowled
37,245,AB de Villiers,Royal Challengers Bangalore,Deccan Chargers,7,0,0,0,0.0,caught
38,248,AB de Villiers,Royal Challengers Bangalore,Chennai Super Kings,44,2,5,65,147.73,caught
39,263,AB de Villiers,Royal Challengers Bangalore,Delhi Capitals,2,0,1,5,250.0,Not Out
40,268,AB de Villiers,Royal Challengers Bangalore,Pune Warriors,20,1,1,26,130.0,caught
41,280,AB de Villiers,Royal Challengers Bangalore,Kings XI Punjab,14,2,2,27,192.86,Not Out
42,291,AB de Villiers,Royal Challengers Bangalore,Kolkata Knight Riders,13,0,2,13,100.0,Not Out
43,296,AB de Villiers,Royal Challengers Bangalore,Kings XI Punjab,27,1,3,34,125.93,caught
44,302,AB de Villiers,Royal Challengers Bangalore,Chennai Super Kings,3,0,0,0,0.0,stumped
45,304,AB de Villiers,Royal Challengers Bangalore,Chennai Super Kings,10,1,0,11,110.0,caught
46,306,AB de Villiers,Royal Challengers Bangalore,Mumbai Indians,15,1,0,21,140.0,Not Out
47,307,AB de Villiers,Royal Challengers Bangalore,Chennai Super Kings,12,0,3,18,150.0,lbw
48,312,AB de Villiers,Royal Challengers Bangalore,Delhi Capitals,42,2,6,64,152.38,Not Out
49,317,AB de Villiers,Royal Challengers Bangalore,Kolkata Knight Riders,10,0,1,10,100.0,bowled
50,320,AB de Villiers,Royal Challengers Bangalore,Chennai Super Kings,2,0,1,4,200.0,caught
51,326,AB de Villiers,Royal Challengers Bangalore,Rajasthan Royals,9,0,0,6,66.67,bowled
52,329,AB de Villiers,Royal Challengers Bangalore,Pune Warriors,14,3,2,33,235.71,Not Out
53,333,AB de Villiers,Royal Challengers Bangalore,Kings XI Punjab,39,0,6,52,133.33,lbw
54,338,AB de Villiers,Royal Challengers Bangalore,Rajasthan Royals,23,5,3,59,256.52,Not Out
55,344,AB de Villiers,Royal Challengers Bangalore,Kolkata Knight Riders,1,0,0,0,0.0,caught
56,350,AB de Villiers,Royal Challengers Bangalore,Kings XI Punjab,13,1,1,17,130.77,caught
57,356,AB de Villiers,Royal Challengers Bangalore,Deccan Chargers,17,3,5,47,276.47,Not Out
58,362,AB de Villiers,Royal Challengers Bangalore,Pune Warriors,4,1,0,9,225.0,Not Out
59,367,AB de Villiers,Royal Challengers Bangalore,Mumbai Indians,13,0,1,14,107.69,caught
60,376,AB de Villiers,Royal Challengers Bangalore,Deccan Chargers,11,0,0,4,36.36,caught
61,392,AB de Villiers,Royal Challengers Bangalore,Kolkata Knight Riders,22,1,2,22,100.0,Not Out
62,396,AB de Villiers,Royal Challengers Bangalore,Chennai Super Kings,32,1,8,64,200.0,caught
63,401,AB de Villiers,Royal Challengers Bangalore,Delhi Capitals,36,3,3,52,144.44,run out
64,407,AB de Villiers,Royal Challengers Bangalore,Rajasthan Royals,8,0,1,7,87.5,caught
65,411,AB de Villiers,Royal Challengers Bangalore,Pune Warriors,8,3,3,31,387.5,caught
66,417,AB de Villiers,Royal Challengers Bangalore,Mumbai Indians,3,0,0,2,66.67,caught
67,420,AB de Villiers,Royal Challengers Bangalore,Rajasthan Royals,13,0,3,21,161.54,caught
68,426,AB de Villiers,Royal Challengers Bangalore,Pune Warriors,23,2,6,50,217.39,Not Out
69,429,AB de Villiers,Royal Challengers Bangalore,Kings XI Punjab,2,1,0,6,300.0,bowled
70,432,AB de Villiers,Royal Challengers Bangalore,Sunrisers Hyderabad,15,1,0,15,100.0,caught
71,438,AB de Villiers,Royal Challengers Bangalore,Delhi Capitals,17,2,2,32,188.24,Not Out
72,441,AB de Villiers,Royal Challengers Bangalore,Kolkata Knight Riders,22,1,1,28,127.27,caught
73,448,AB de Villiers,Royal Challengers Bangalore,Kings XI Punjab,19,2,4,38,200.0,Not Out
74,452,AB de Villiers,Royal Challengers Bangalore,Chennai Super Kings,3,0,1,5,166.67,caught
75,462,AB de Villiers,Royal Challengers Bangalore,Mumbai Indians,48,1,3,45,93.75,Not Out
76,468,AB de Villiers,Royal Challengers Bangalore,Kolkata Knight Riders,12,0,1,11,91.67,caught
77,471,AB de Villiers,Royal Challengers Bangalore,Rajasthan Royals,1,0,0,0,0.0,bowled
78,475,AB de Villiers,Royal Challengers Bangalore,Kings XI Punjab,15,0,2,17,113.33,caught
79,481,AB de Villiers,Royal Challengers Bangalore,Sunrisers Hyderabad,41,8,6,89,217.07,Not Out
80,484,AB de Villiers,Royal Challengers Bangalore,Mumbai Indians,7,0,2,9,128.57,bowled
81,488,AB de Villiers,Royal Challengers Bangalore,Kings XI Punjab,26,5,1,53,203.85,caught
82,492,AB de Villiers,Royal Challengers Bangalore,Rajasthan Royals,32,5,1,58,181.25,caught
83,495,AB de Villiers,Royal Challengers Bangalore,Delhi Capitals,17,1,4,33,194.12,bowled
84,499,AB de Villiers,Royal Challengers Bangalore,Chennai Super Kings,14,3,1,28,200.0,caught
85,503,AB de Villiers,Royal Challengers Bangalore,Sunrisers Hyderabad,17,1,2,29,170.59,bowled
86,506,AB de Villiers,Royal Challengers Bangalore,Kolkata Knight Riders,13,0,1,13,100.0,bowled
87,510,AB de Villiers,Royal Challengers Bangalore,Chennai Super Kings,6,0,2,10,166.67,bowled
88,522,AB de Villiers,Royal Challengers Bangalore,Kolkata Knight Riders,13,2,3,28,215.38,stumped
89,525,AB de Villiers,Royal Challengers Bangalore,Sunrisers Hyderabad,28,2,5,46,164.29,caught
90,534,AB de Villiers,Royal Challengers Bangalore,Mumbai Indians,11,3,5,41,372.73,caught
91,538,AB de Villiers,Royal Challengers Bangalore,Chennai Super Kings,10,2,0,14,140.0,Not Out
92,540,AB de Villiers,Royal Challengers Bangalore,Rajasthan Royals,34,0,6,47,138.24,Not Out
93,546,AB de Villiers,Royal Challengers Bangalore,Rajasthan Royals,45,1,9,57,126.67,Not Out
94,550,AB de Villiers,Royal Challengers Bangalore,Kolkata Knight Riders,4,0,0,2,50.0,bowled
95,554,AB de Villiers,Royal Challengers Bangalore,Chennai Super Kings,14,0,5,21,150.0,caught
96,557,AB de Villiers,Royal Challengers Bangalore,Kings XI Punjab,24,4,3,47,195.83,Not Out
97,562,AB de Villiers,Royal Challengers Bangalore,Mumbai Indians,59,4,19,133,225.42,Not Out
98,566,AB de Villiers,Royal Challengers Bangalore,Kings XI Punjab,9,0,1,10,111.11,caught
99,568,AB de Villiers,Royal Challengers Bangalore,Sunrisers Hyderabad,1,0,0,0,0.0,caught
100,574,AB de Villiers,Royal Challengers Bangalore,Rajasthan Royals,38,4,4,66,173.68,Not Out
101,575,AB de Villiers,Royal Challengers Bangalore,Chennai Super Kings,3,0,0,1,33.33,lbw
102,580,AB de Villiers,Royal Challengers Bangalore,Sunrisers Hyderabad,42,6,7,82,195.24,caught
103,587,AB de Villiers,Royal Challengers Bangalore,Delhi Capitals,33,1,9,55,166.67,caught
104,590,AB de Villiers,Royal Challengers Bangalore,Mumbai Indians,21,1,3,29,138.1,stumped
105,592,AB de Villiers,Royal Challengers Bangalore,Rising Pune Supergiants,46,4,6,83,180.43,caught
106,595,AB de Villiers,Royal Challengers Bangalore,Gujarat Lions,16,0,2,20,125.0,caught
107,603,AB de Villiers,Royal Challengers Bangalore,Sunrisers Hyderabad,32,2,3,47,146.88,caught
108,606,AB de Villiers,Royal Challengers Bangalore,Kolkata Knight Riders,6,0,0,4,66.67,lbw
109,611,AB de Villiers,Royal Challengers Bangalore,Rising Pune Supergiants,3,0,0,1,33.33,caught
110,615,AB de Villiers,Royal Challengers Bangalore,Kings XI Punjab,35,2,5,64,182.86,caught
111,617,AB de Villiers,Royal Challengers Bangalore,Mumbai Indians,27,1,1,24,88.89,caught
112,620,AB de Villiers,Royal Challengers Bangalore,Gujarat Lions,52,12,10,129,248.08,Not Out
113,624,AB de Villiers,Royal Challengers Bangalore,Kolkata Knight Riders,31,3,5,59,190.32,Not Out
114,626,AB de Villiers,Royal Challengers Bangalore,Kings XI Punjab,2,0,0,0,0.0,bowled
115,632,AB de Villiers,Royal Challengers Bangalore,Delhi Capitals,8,0,1,6,75.0,caught
116,633,AB de Villiers,Royal Challengers Bangalore,Gujarat Lions,47,5,5,79,168.09,Not Out
117,636,AB de Villiers,Royal Challengers Bangalore,Sunrisers Hyderabad,6,0,0,5,83.33,caught
118,7896,AB de Villiers,Royal Challengers Bangalore,Kolkata Knight Riders,23,5,1,44,191.3,caught
119,7901,AB de Villiers,Royal Challengers Bangalore,Kings XI Punjab,40,4,2,58,145.0,caught
120,7904,AB de Villiers,Royal Challengers Bangalore,Rajasthan Royals,18,1,1,21,116.67,caught
121,7907,AB de Villiers,Royal Challengers Bangalore,Mumbai Indians,2,0,0,1,50.0,caught
122,7912,AB de Villiers,Royal Challengers Bangalore,Delhi Capitals,39,5,10,91,233.33,Not Out
123,7917,AB de Villiers,Royal Challengers Bangalore,Chennai Super Kings,30,8,2,68,226.67,caught
124,7928,AB de Villiers,Royal Challengers Bangalore,Chennai Super Kings,4,0,0,1,25.0,stumped
125,7932,AB de Villiers,Royal Challengers Bangalore,Sunrisers Hyderabad,8,0,0,5,62.5,bowled
126,7938,AB de Villiers,Royal Challengers Bangalore,Delhi Capitals,37,6,4,72,194.59,Not Out
127,7944,AB de Villiers,Royal Challengers Bangalore,Sunrisers Hyderabad,39,1,12,69,176.92,caught
128,7946,AB de Villiers,Royal Challengers Bangalore,Rajasthan Royals,36,0,7,53,147.22,stumped
129,11137,AB de Villiers,Royal Challengers Bangalore,Chennai Super Kings,10,0,0,9,90.0,caught
130,11143,AB de Villiers,Royal Challengers Bangalore,Mumbai Indians,41,6,4,72,175.61,Not Out
131,11147,AB de Villiers,Royal Challengers Bangalore,Sunrisers Hyderabad,2,0,0,1,50.0,bowled
132,11150,AB de Villiers,Royal Challengers Bangalore,Rajasthan Royals,9,0,2,13,144.44,caught
133,11153,AB de Villiers,Royal Challengers Bangalore,Kolkata Knight Riders,32,4,5,63,196.88,caught
134,11311,AB de Villiers,Royal Challengers Bangalore,Delhi Capitals,16,1,1,17,106.25,caught
135,11319,AB de Villiers,Royal Challengers Bangalore,Kings XI Punjab,38,2,5,59,155.26,Not Out
136,11322,AB de Villiers,Royal Challengers Bangalore,Mumbai Indians,51,4,6,76,149.02,run out
137,11330,AB de Villiers,Royal Challengers Bangalore,Chennai Super Kings,19,1,3,25,131.58,caught
138,11333,AB de Villiers,Royal Challengers Bangalore,Kings XI Punjab,44,7,3,84,190.91,Not Out
139,11337,AB de Villiers,Royal Challengers Bangalore,Delhi Capitals,19,1,0,17,89.47,caught
140,11340,AB de Villiers,Royal Challengers Bangalore,Rajasthan Royals,4,0,2,10,250.0,caught
141,11345,AB de Villiers,Royal Challengers Bangalore,Sunrisers Hyderabad,2,0,0,1,50.0,caught
0,9,CJ Anderson,Delhi Capitals,Rising Pune Supergiants,4,0,0,2,50.0,Not Out
1,15,CJ Anderson,Delhi Capitals,Kings XI Punjab,22,3,3,39,177.27,Not Out
2,24,CJ Anderson,Delhi Capitals,Mumbai Indians,3,0,0,0,0.0,lbw
3,31,CJ Anderson,Delhi Capitals,Kolkata Knight Riders,5,0,0,2,40.0,run out
4,35,CJ Anderson,Delhi Capitals,Kings XI Punjab,25,1,0,18,72.0,bowled
5,39,CJ Anderson,Delhi Capitals,Sunrisers Hyderabad,24,3,2,41,170.83,Not Out
6,41,CJ Anderson,Delhi Capitals,Gujarat Lions,12,2,0,18,150.0,Not Out
7,44,CJ Anderson,Delhi Capitals,Mumbai Indians,8,0,2,10,125.0,caught
8,49,CJ Anderson,Delhi Capitals,Gujarat Lions,6,0,1,6,100.0,run out
9,51,CJ Anderson,Delhi Capitals,Rising Pune Supergiants,5,0,0,3,60.0,stumped
10,55,CJ Anderson,Delhi Capitals,Royal Challengers Bangalore,9,0,0,3,33.33,stumped
11,458,CJ Anderson,Mumbai Indians,Kolkata Knight Riders,8,0,0,2,25.0,bowled
12,462,CJ Anderson,Mumbai Indians,Royal Challengers Bangalore,19,0,2,18,94.74,caught
13,470,CJ Anderson,Mumbai Indians,Chennai Super Kings,31,1,3,39,125.81,run out
14,473,CJ Anderson,Mumbai Indians,Delhi Capitals,14,0,2,13,92.86,caught
15,477,CJ Anderson,Mumbai Indians,Sunrisers Hyderabad,8,0,0,1,12.5,caught
16,479,CJ Anderson,Mumbai Indians,Kings XI Punjab,25,2,3,35,140.0,caught
17,484,CJ Anderson,Mumbai Indians,Royal Challengers Bangalore,4,1,0,6,150.0,caught
18,490,CJ Anderson,Mumbai Indians,Chennai Super Kings,6,2,0,18,300.0,Not Out
19,497,CJ Anderson,Mumbai Indians,Kolkata Knight Riders,12,1,1,18,150.0,caught
20,513,CJ Anderson,Mumbai Indians,Rajasthan Royals,44,6,9,95,215.91,Not Out
21,515,CJ Anderson,Mumbai Indians,Chennai Super Kings,10,2,1,20,200.0,caught
22,518,CJ Anderson,Mumbai Indians,Kolkata Knight Riders,41,3,4,55,134.15,Not Out
23,524,CJ Anderson,Mumbai Indians,Kings XI Punjab,11,0,1,5,45.45,stumped
24,526,CJ Anderson,Mumbai Indians,Rajasthan Royals,38,3,5,50,131.58,bowled
25,530,CJ Anderson,Mumbai Indians,Chennai Super Kings,7,0,1,4,57.14,caught
26,7907,CJ Anderson,Royal Challengers Bangalore,Mumbai Indians,1,0,0,0,0.0,caught
27,7912,CJ Anderson,Royal Challengers Bangalore,Delhi Capitals,13,1,0,15,115.38,bowled
28,7917,CJ Anderson,Royal Challengers Bangalore,Chennai Super Kings,8,0,0,2,25.0,caught
0,9,F du Plessis,Rising Pune Supergiants,Delhi Capitals,7,0,1,8,114.29,caught
1,308,F du Plessis,Chennai Super Kings,Mumbai Indians,2,0,0,3,150.0,Not Out
2,313,F du Plessis,Chennai Super Kings,Deccan Chargers,25,4,1,39,156.0,caught
3,318,F du Plessis,Chennai Super Kings,Delhi Capitals,12,0,3,15,125.0,caught
4,320,F du Plessis,Chennai Super Kings,Royal Challengers Bangalore,46,4,5,71,154.35,caught
5,324,F du Plessis,Chennai Super Kings,Pune Warriors,33,2,5,43,130.3,stumped
6,332,F du Plessis,Chennai Super Kings,Pune Warriors,48,2,4,58,120.83,caught
7,334,F du Plessis,Chennai Super Kings,Rajasthan Royals,52,2,6,73,140.38,caught
8,343,F du Plessis,Chennai Super Kings,Kings XI Punjab,20,2,3,29,145.0,caught and bowled
9,347,F du Plessis,Chennai Super Kings,Kolkata Knight Riders,4,0,0,3,75.0,caught
10,352,F du Plessis,Chennai Super Kings,Deccan Chargers,35,1,2,42,120.0,caught
11,355,F du Plessis,Chennai Super Kings,Mumbai Indians,11,0,0,9,81.82,Not Out
12,368,F du Plessis,Chennai Super Kings,Kolkata Knight Riders,16,0,0,13,81.25,caught
13,465,F du Plessis,Chennai Super Kings,Delhi Capitals,17,1,1,24,141.18,caught
14,467,F du Plessis,Chennai Super Kings,Rajasthan Royals,9,0,0,7,77.78,Not Out
15,470,F du Plessis,Chennai Super Kings,Mumbai Indians,25,0,0,20,80.0,stumped
16,474,F du Plessis,Chennai Super Kings,Sunrisers Hyderabad,1,0,0,0,0.0,caught
17,486,F du Plessis,Chennai Super Kings,Kings XI Punjab,25,1,7,52,208.0,caught
18,490,F du Plessis,Chennai Super Kings,Mumbai Indians,24,1,2,31,129.17,bowled
19,494,F du Plessis,Chennai Super Kings,Rajasthan Royals,39,0,2,38,97.44,bowled
20,504,F du Plessis,Chennai Super Kings,Kolkata Knight Riders,20,0,2,23,115.0,run out
21,507,F du Plessis,Chennai Super Kings,Sunrisers Hyderabad,11,0,4,19,172.73,Not Out
22,510,F du Plessis,Chennai Super Kings,Royal Challengers Bangalore,43,3,3,54,125.58,Not Out
23,515,F du Plessis,Chennai Super Kings,Mumbai Indians,20,1,5,35,175.0,caught
24,516,F du Plessis,Chennai Super Kings,Kings XI Punjab,1,0,0,0,0.0,caught
25,519,F du Plessis,Chennai Super Kings,Delhi Capitals,24,0,3,32,133.33,caught
26,527,F du Plessis,Chennai Super Kings,Kolkata Knight Riders,11,0,5,20,181.82,stumped
27,530,F du Plessis,Chennai Super Kings,Mumbai Indians,13,0,2,11,84.62,bowled
28,533,F du Plessis,Chennai Super Kings,Rajasthan Royals,3,0,0,1,33.33,caught
29,538,F du Plessis,Chennai Super Kings,Royal Challengers Bangalore,18,1,4,33,183.33,Not Out
30,547,F du Plessis,Chennai Super Kings,Kolkata Knight Riders,29,0,1,29,100.0,Not Out
31,551,F du Plessis,Chennai Super Kings,Sunrisers Hyderabad,22,0,4,33,150.0,Not Out
32,554,F du Plessis,Chennai Super Kings,Royal Challengers Bangalore,20,1,0,24,120.0,bowled
33,559,F du Plessis,Chennai Super Kings,Mumbai Indians,16,1,0,17,106.25,caught
34,563,F du Plessis,Chennai Super Kings,Rajasthan Royals,25,0,3,29,116.0,Not Out
35,565,F du Plessis,Chennai Super Kings,Delhi Capitals,23,0,3,29,126.09,bowled
36,569,F du Plessis,Chennai Super Kings,Kings XI Punjab,41,1,5,55,134.15,bowled
37,573,F du Plessis,Chennai Super Kings,Mumbai Indians,34,1,5,45,132.35,caught
38,575,F du Plessis,Chennai Super Kings,Royal Challengers Bangalore,22,0,2,21,95.45,bowled
39,576,F du Plessis,Chennai Super Kings,Mumbai Indians,3,0,0,1,33.33,caught
40,577,F du Plessis,Rising Pune Supergiants,Mumbai Indians,33,3,1,34,103.03,bowled
41,582,F du Plessis,Rising Pune Supergiants,Gujarat Lions,43,4,5,69,160.47,stumped
42,586,F du Plessis,Rising Pune Supergiants,Kings XI Punjab,53,0,8,67,126.42,caught and bowled
43,592,F du Plessis,Rising Pune Supergiants,Royal Challengers Bangalore,3,0,0,2,66.67,caught
44,596,F du Plessis,Rising Pune Supergiants,Kolkata Knight Riders,9,0,0,4,44.44,bowled
45,598,F du Plessis,Rising Pune Supergiants,Sunrisers Hyderabad,21,2,3,30,142.86,caught
46,7913,F du Plessis,Chennai Super Kings,Sunrisers Hyderabad,13,0,1,11,84.62,stumped
47,7923,F du Plessis,Chennai Super Kings,Delhi Capitals,33,1,3,36,109.09,caught
48,7926,F du Plessis,Chennai Super Kings,Kolkata Knight Riders,15,1,4,27,180.0,bowled
49,7949,F du Plessis,Chennai Super Kings,Kings XI Punjab,15,0,3,14,93.33,caught
50,7950,F du Plessis,Chennai Super Kings,Sunrisers Hyderabad,42,4,5,67,159.52,Not Out
51,7953,F du Plessis,Chennai Super Kings,Sunrisers Hyderabad,11,0,2,11,100.0,caught
52,11309,F du Plessis,Chennai Super Kings,Kings XI Punjab,38,4,2,54,142.11,caught
53,11314,F du Plessis,Chennai Super Kings,Kolkata Knight Riders,45,0,4,43,95.56,Not Out
54,11316,F du Plessis,Chennai Super Kings,Rajasthan Royals,10,0,0,7,70.0,caught
55,11320,F du Plessis,Chennai Super Kings,Kolkata Knight Riders,16,0,5,24,150.0,bowled
56,11324,F du Plessis,Chennai Super Kings,Sunrisers Hyderabad,31,3,3,47,151.61,caught
57,11330,F du Plessis,Chennai Super Kings,Royal Challengers Bangalore,15,0,1,9,60.0,caught
58,11332,F du Plessis,Chennai Super Kings,Sunrisers Hyderabad,7,0,0,1,14.29,run out
59,11341,F du Plessis,Chennai Super Kings,Delhi Capitals,41,2,2,40,97.56,caught
60,11346,F du Plessis,Chennai Super Kings,Kings XI Punjab,55,4,10,96,174.55,bowled
61,11412,F du Plessis,Chennai Super Kings,Mumbai Indians,11,0,1,6,54.55,caught
62,11414,F du Plessis,Chennai Super Kings,Delhi Capitals,39,1,7,50,128.21,caught
63,11415,F du Plessis,Chennai Super Kings,Mumbai Indians,13,1,4,26,200.0,stumped
0,9,RA Tripathi,Rising Pune Supergiants,Delhi Capitals,5,0,2,10,200.0,caught
1,13,RA Tripathi,Rising Pune Supergiants,Gujarat Lions,17,2,3,33,194.12,caught
2,17,RA Tripathi,Rising Pune Supergiants,Royal Challengers Bangalore,23,1,3,31,134.78,caught
3,25,RA Tripathi,Rising Pune Supergiants,Sunrisers Hyderabad,41,3,6,59,143.9,Not Out
4,28,RA Tripathi,Rising Pune Supergiants,Mumbai Indians,31,2,3,45,145.16,caught
5,29,RA Tripathi,Rising Pune Supergiants,Kolkata Knight Riders,23,0,7,38,165.22,bowled
6,33,RA Tripathi,Rising Pune Supergiants,Royal Challengers Bangalore,28,1,4,37,132.14,caught
